Date,Code,Name,ForeignNet,TrustNet,DealerNet,Total
2026-07-22,2906,高林,-240410,0,-20000,-260410
2026-07-22,2908,特力,-110000,0,39000,-71000
2026-07-22,2910,統領,-4000,0,5940,1940
2026-07-22,2911,麗嬰房,-24000,0,19000,-5000
2026-07-22,2912,統一超,-2645369,1281709,-31529,-1395189
2026-07-22,2913,農林,577562,0,-34568,542994
2026-07-22,2915,潤泰全,-449000,0,-34714,-483714
2026-07-22,2923,鼎固-KY,-36000,0,-7000,-43000
2026-07-22,2929,淘帝-KY,-12900,0,-24000,-36900
2026-07-22,2939,永邑-KY,2000,0,-1000,1000
2026-07-22,2945,三商家購,-2000,0,-1000,-3000
2026-07-22,3002,歐格,32926,0,-14137,18789
2026-07-22,3003,健和興,48020,0,-3927,44093
2026-07-22,3004,豐達科,-260744,0,-4663,-265407
2026-07-22,3005,神基,1148840,-9686,-231218,907936
2026-07-22,3006,晶豪科,4282745,-81000,93094,4294839
2026-07-22,3008,大立光,-324130,331931,-39787,-31986
2026-07-22,3010,華立,277266,-3717,31196,304745
2026-07-22,3011,今皓,-25000,0,-2000,-27000
2026-07-22,3013,晟銘電,-103196,0,26099,-77097
2026-07-22,3014,聯陽,210400,-11024,-8528,190848
2026-07-22,3015,全漢,-989326,65326,-13699,-937699
2026-07-22,3016,嘉晶,-2316405,0,-15031,-2331436
2026-07-22,3017,奇鋐,-661918,11765,-47208,-697361
2026-07-22,3019,亞光,343374,0,40901,384275
2026-07-22,3021,鴻名,13000,0,-7926,5074
2026-07-22,3022,威強電,1808451,-2608,82690,1888533
2026-07-22,3023,信邦,-107892,185000,-16777,60331
2026-07-22,3024,憶聲,-163000,0,7000,-156000
2026-07-22,3025,星通,-14050,0,-5093,-19143
2026-07-22,3026,禾伸堂,263520,-269000,84882,79402
2026-07-22,3027,盛達,29070,0,-3000,26070
2026-07-22,3028,增你強,-200000,24086,5656,-170258
2026-07-22,3029,零壹,-427748,-10801,-11775,-450324
2026-07-22,3030,德律,-28412,0,3660,-24752
2026-07-22,3031,佰鴻,-120854,-27000,-10836,-158690
2026-07-22,3032,偉訓,40250,0,-11000,29250
2026-07-22,3033,威健,1651000,-23218,-83198,1544584
2026-07-22,3034,聯詠,2812614,-672002,80270,2220882
2026-07-22,3035,智原,859678,-1000,108514,967192
2026-07-22,3036,文曄,-1066833,-289691,-9851,-1366375
2026-07-22,3037,欣興,2704243,405033,128047,3237323
2026-07-22,3038,全台,13000,0,-14000,-1000
2026-07-22,3040,遠見,9000,-13000,-1130,-5130
2026-07-22,3041,揚智,212130,0,-3257,208873
2026-07-22,3042,晶技,-2583718,-288000,-97465,-2969183
2026-07-22,3043,科風,64000,0,-7000,57000
2026-07-22,3044,健鼎,-155259,-7856,-40146,-203261
2026-07-22,3045,台灣大,4271576,-2035023,-162903,2073650
2026-07-22,3046,建碁,235847,0,-14001,221846
2026-07-22,3047,訊舟,178002,0,-6000,172002
2026-07-22,3048,益登,-82000,0,-7959,-89959
2026-07-22,3049,精金,116834,0,-19003,97831
2026-07-22,3050,鈺德,-42000,0,-16714,-58714
2026-07-22,3051,力特,-120000,0,-3200,-123200
2026-07-22,3052,夆典,-115000,0,-1000,-116000
2026-07-22,3054,立萬利,8000,0,-14,7986
2026-07-22,3055,蔚華科,39000,0,-37640,1360
2026-07-22,3056,富華新,615480,0,-30541,584939
2026-07-22,3057,喬鼎,10000,0,-4000,6000
2026-07-22,3058,立德,-1000,0,-7000,-8000
2026-07-22,3059,華晶科,264594,0,-25219,239375
2026-07-22,3060,銘異,-83345,73000,-8306,-18651
2026-07-22,3062,建漢,-167620,0,-15699,-183319
2026-07-22,3090,日電貿,518000,29000,-112660,434340
2026-07-22,3092,鴻碩,-22000,0,-7242,-29242
2026-07-22,3094,聯傑,-101300,0,-6000,-107300
2026-07-22,3130,一零四,-194000,0,-4000,-198000
2026-07-22,3135,凌航,-102395,0,1121,-101274
2026-07-22,3138,耀登,35000,0,7999,42999
2026-07-22,3149,正達,-158783,0,-2957,-161740
2026-07-22,3150,鈺寶-創,1000,0,0,1000
2026-07-22,3164,景岳,4000,0,-1000,3000
2026-07-22,3167,大量,-850767,-42000,-18444,-911211
2026-07-22,3168,眾福科,-16000,0,0,-16000
2026-07-22,3189,景碩,-742382,653096,-323170,-412456
2026-07-22,3209,全科,-399000,-67000,2064,-463936
2026-07-22,3229,晟鈦,48000,0,-5897,42103
2026-07-22,3231,緯創,24210608,-1777214,659700,23093094
2026-07-22,3257,虹冠電,-64927,0,-3000,-67927
2026-07-22,3266,昇陽,-19000,0,-8000,-27000
2026-07-22,3296,勝德,-15110,0,-116,-15226
2026-07-22,3305,昇貿,-244141,0,16351,-227790
2026-07-22,3308,聯德,-6000,0,47,-5953
2026-07-22,3311,閎暉,19000,0,-13514,5486
2026-07-22,3312,弘憶股,203420,0,-33616,169804
2026-07-22,3321,同泰,-11000,0,-6000,-17000
2026-07-22,3338,泰碩,-294041,0,-10916,-304957
2026-07-22,3346,麗清,-20721,0,-2479,-23200
2026-07-22,3356,奇偶,11000,0,-27000,-16000
2026-07-22,3376,新日興,629428,-500000,36856,166284
2026-07-22,3380,明泰,-1376,0,4757,3381
2026-07-22,3406,玉晶光,-200498,-23000,-2478,-225976
2026-07-22,3413,京鼎,1158226,0,248565,1406791
2026-07-22,3416,融程電,275000,0,-9832,265168
2026-07-22,3419,譁裕,-1000,0,-4000,-5000
2026-07-22,3432,台端,-2000,0,0,-2000
2026-07-22,3437,榮創,22000,0,-4000,18000
2026-07-22,3443,創意,-407598,206769,-37788,-238617
2026-07-22,3447,展達,25030,0,-2000,23030
2026-07-22,3450,聯鈞,44607,151000,24779,220386
2026-07-22,3481,群創,-4005697,168884,3153558,-683255
2026-07-22,3494,誠研,-1000,0,-4000,-5000
2026-07-22,3501,維熹,-21000,0,-1000,-22000
2026-07-22,3504,揚明光,-93557,0,-4644,-98201
2026-07-22,3515,華擎,93864,-899,-5037,87928
2026-07-22,3518,柏騰,-83010,0,3000,-80010
2026-07-22,3528,安馳,-88000,0,-5000,-93000
2026-07-22,3530,晶相光,6000,0,-5001,999
2026-07-22,3532,台勝科,-83858,1058000,-30329,943813
2026-07-22,3533,嘉澤,-65882,-92000,-13300,-171182
2026-07-22,3535,晶彩科,-113875,0,-3393,-117268
2026-07-22,3543,州巧,45021,0,-2000,43021
2026-07-22,3545,敦泰,149279,0,-13839,135440
2026-07-22,3550,聯穎,-393116,47000,-5816,-351932
2026-07-22,3557,嘉威,-10950,0,0,-10950
2026-07-22,3563,牧德,-92005,-10000,21533,-80472
2026-07-22,3576,聯合再生,7621744,0,-40000,7581744
2026-07-22,3583,辛耘,37624,54000,7774,99398
2026-07-22,3588,通嘉,17000,0,-1000,16000
2026-07-22,3591,艾笛森,-59000,0,119985,60985
2026-07-22,3592,瑞鼎,550000,-65800,-3272,480928
2026-07-22,3593,力銘,-4000,0,0,-4000
2026-07-22,3596,智易,442033,778,-188157,254654
2026-07-22,3605,宏致,4706391,0,409279,5115670
2026-07-22,3607,谷崧,39151,0,-3000,36151
2026-07-22,3617,碩天,120126,-2114,8332,126344
2026-07-22,3622,洋華,31000,-3949,-6515,20536
2026-07-22,3645,達邁,-132033,-37000,232,-168801
2026-07-22,3652,精聯,-113000,0,-6999,-119999
2026-07-22,3653,健策,-152335,22936,1953,-127446
2026-07-22,3661,世芯-KY,28352,-58,-4001,24293
2026-07-22,3665,貿聯-KY,-988103,1067909,-41326,38480
2026-07-22,3669,圓展,37000,0,26513,63513
2026-07-22,3673,TPK-KY,-7381,0,2870,-4511
2026-07-22,3679,新至陞,10000,0,-3000,7000
2026-07-22,3686,達能,-4000,0,-5000,-9000
2026-07-22,3694,海華,-257500,0,4676,-252824
2026-07-22,3701,大眾控,69000,0,-6403,62597
2026-07-22,3702,大聯大,-1587446,1366949,548406,327909
2026-07-22,3703,欣陸,-358948,-4000,-33000,-395948
2026-07-22,3704,合勤控,586128,0,-26000,560128
2026-07-22,3705,永信,-163000,0,-15000,-178000
2026-07-22,3706,神達,1092900,1400000,-214789,2278111
2026-07-22,3708,上緯投控,95000,0,-7327,87673
2026-07-22,3711,日月光投控,1119419,1468018,-459566,2127871
2026-07-22,3712,永崴投控,130043,0,-6000,124043
2026-07-22,3714,富采,958809,0,-36652,922157
2026-07-22,3715,定穎投控,-153017,-87000,-15331,-255348
2026-07-22,3716,中化控股,20318,0,-5000,15318
2026-07-22,3717,聯嘉投控,-496433,0,6000,-490433
2026-07-22,4104,佳醫,-65000,0,-3000,-68000
2026-07-22,4106,雃博,46219,0,-11000,35219
2026-07-22,4108,懷特,-11000,0,-2000,-13000
2026-07-22,4119,旭富,-4901,0,-3000,-7901
2026-07-22,4133,亞諾法,13000,0,0,13000
2026-07-22,4137,麗豐-KY,-22000,0,-3421,-25421
2026-07-22,4142,國光生,141001,0,-24000,117001
2026-07-22,4148,全宇生技-KY,16000,0,-6000,10000
2026-07-22,4155,訊映,121580,0,-5000,116580
2026-07-22,4164,承業醫,-193000,0,-9422,-202422
2026-07-22,4169,泰宗,-7000,0,694,-6306
2026-07-22,4178,永笙-KY,97000,0,-6000,91000
2026-07-22,4190,佐登-KY,-5000,0,-1000,-6000
2026-07-22,4195,基米-創,-10000,0,1907,-8093
2026-07-22,4306,炎洲,113787,0,44000,157787
2026-07-22,4414,如興,-7000,0,-4000,-11000
2026-07-22,4426,利勤,-13000,0,-7000,-20000
2026-07-22,4438,廣越,-10000,0,1000,-9000
2026-07-22,4439,冠星-KY,-4000,0,-2000,-6000
2026-07-22,4440,宜新實業,-2000,0,-2000,-4000
2026-07-22,4441,振大環球,15920,0,3562,19482
2026-07-22,4526,東台,-325867,0,-14924,-340791
2026-07-22,4532,瑞智,-133115,-26282,-15702,-175099
2026-07-22,4536,拓凱,47000,-1000,-8092,37908
2026-07-22,4540,全球傳動,-209026,0,-6055,-215081
2026-07-22,4545,銘鈺,26470,0,-2000,24470
2026-07-22,4551,智伸科,-119933,37000,-1113,-84046
2026-07-22,4552,力達-KY,23000,0,-21008,1992
2026-07-22,4555,氣立,14990,0,-7000,7990
2026-07-22,4557,永新-KY,-10000,0,0,-10000
2026-07-22,4560,強信-KY,-118000,0,0,-118000
2026-07-22,4562,穎漢,26000,0,-2000,24000
2026-07-22,4564,元翎,-818900,0,9988,-808912
2026-07-22,4566,時碩工業,567333,0,6000,573333
2026-07-22,4569,六方科-KY,-3000,0,-1116,-4116
2026-07-22,4571,鈞興-KY,-5802,0,-713,-6515
2026-07-22,4572,駐龍,-33000,0,-1058,-34058
2026-07-22,4576,大銀微系統,90489,0,23346,113835
2026-07-22,4581,光隆精密-KY,3000,0,-2000,1000
2026-07-22,4582,聚恆-創,32000,0,-4971,27029
2026-07-22,4583,台灣精銳,-1227,0,-6327,-7554
2026-07-22,4585,達明,34000,0,-630,33370
2026-07-22,4588,玖鼎電力,1000,0,-2114,-1114
2026-07-22,4590,富田-創,-11000,0,8516,-2484
2026-07-22,4720,德淵,-105000,-23000,-3101,-131101
2026-07-22,4722,國精化,-45802,0,-2966,-48768
2026-07-22,4736,泰博,31108,0,-6000,25108
2026-07-22,4737,華廣,-8999,0,-7000,-15999
2026-07-22,4739,康普,-323988,0,-8939,-332927
2026-07-22,4746,台耀,-38720,0,-3465,-42185
2026-07-22,4755,三福化,-82000,0,-6057,-88057
2026-07-22,4763,材料*-KY,4537499,-6000,-133337,4398162
2026-07-22,4764,雙鍵,109367,0,-14889,94478
2026-07-22,4766,南寶,-82000,-1000,-4916,-87916
2026-07-22,4770,上品,407000,0,21040,428040
2026-07-22,4771,望隼,-45000,0,-655,-45655
2026-07-22,4807,日成-KY,22000,0,-8000,14000
2026-07-22,4904,遠傳,5444393,-3372846,477006,2548553
2026-07-22,4906,正文,430101,-132000,-17864,280237
2026-07-22,4912,聯德控股-KY,81000,0,-5000,76000
2026-07-22,4915,致伸,561000,-271749,-19968,269283
2026-07-22,4916,事欣科,766997,0,-55673,711324
2026-07-22,4919,新唐,375418,-341000,-12753,21665
2026-07-22,4927,泰鼎-KY,-129601,0,-14104,-143705
2026-07-22,4930,燦星網,-17000,0,-2000,-19000
2026-07-22,4934,太極,216000,0,-10000,206000
2026-07-22,4935,茂林-KY,-7000,0,-4000,-11000
2026-07-22,4938,和碩,9484702,-2325638,-48211,7110853
2026-07-22,4942,嘉彰,-44000,0,-12379,-56379
2026-07-22,4949,有成精密,91000,-17000,1000,75000
2026-07-22,4952,凌通,34816,0,-8000,26816
2026-07-22,4956,光鋐,-1613993,-26000,9373,-1630620
2026-07-22,4958,臻鼎-KY,-2170498,2966441,-16244,779699
2026-07-22,4960,誠美材,35935,0,4922,40857
2026-07-22,4961,天鈺,196250,-3000,890,194140
2026-07-22,4967,十銓,10392,0,18386,28778
2026-07-22,4968,立積,118000,0,-3007,114993
2026-07-22,4976,佳凌,93910,0,-5728,88182
2026-07-22,4977,眾達-KY,-313396,-26000,-38657,-378053
2026-07-22,4989,榮科,-861958,0,5000,-856958
2026-07-22,4994,傳奇,6000,0,-4000,2000
2026-07-22,4999,鑫禾,3015,0,-5094,-2079
2026-07-22,5007,三星,-8000,0,-6000,-14000
2026-07-22,5203,訊連,21000,0,-4994,16006
2026-07-22,5215,科嘉-KY,-8000,0,-7000,-15000
2026-07-22,5222,全訊,-65805,0,-7868,-73673
2026-07-22,5225,東科-KY,27088,0,-3475,23613
2026-07-22,5234,達興材料,-113000,-10000,-7599,-130599
2026-07-22,5236,凌陽創新,-14744,0,1063,-13681
2026-07-22,5243,乙盛-KY,-23614,0,-2537,-26151
2026-07-22,5244,弘凱,83000,0,-2000,81000
2026-07-22,5258,虹堡,316000,0,0,316000
2026-07-22,5269,祥碩,31339,39000,2572,72911
2026-07-22,5283,禾聯碩,6490,0,-4000,2490
2026-07-22,5284,jpp-KY,-60333,0,451,-59882
2026-07-22,5285,界霖,-2813,0,-3095,-5908
2026-07-22,5288,豐祥-KY,-51598,0,-14266,-65864
2026-07-22,5292,華懋,-6000,-9000,-1957,-16957
2026-07-22,5306,桂盟,-15000,0,5000,-10000
2026-07-22,5388,中磊,1709873,-2670,109223,1816426
2026-07-22,5434,崇越,43493,38117,5663,87273
2026-07-22,5469,瀚宇博,-102460,0,-24374,-126834
2026-07-22,5471,松翰,-1652550,0,-25327,-1677877
2026-07-22,5484,慧友,-17000,-16000,-14000,-47000
2026-07-22,5515,建國,-165257,0,-73361,-238618
2026-07-22,5519,隆大,142500,0,-9866,132634
2026-07-22,5521,工信,-191206,0,-21651,-212857
2026-07-22,5522,遠雄,-596000,0,-46331,-642331
2026-07-22,5525,順天,-87000,0,-5000,-92000
2026-07-22,5531,鄉林,-155983,0,6000,-149983
2026-07-22,5533,皇鼎,-38000,0,-27000,-65000
2026-07-22,5534,長虹,-63000,-165000,115905,-112095
2026-07-22,5538,東明-KY,-14000,0,-1000,-15000
2026-07-22,5546,永固-KY,-3000,0,0,-3000
2026-07-22,5607,遠雄港,-32000,0,6000,-26000
2026-07-22,5608,四維航,176000,0,-7000,169000
2026-07-22,5706,鳳凰,75000,0,-21,74979
2026-07-22,5871,中租-KY,-412734,2926146,-61283,2452129
2026-07-22,5876,上海商銀,4421557,-1787000,-355141,2279416
2026-07-22,5880,合庫金,-2809968,-60744,-539000,-3409712
2026-07-22,5907,大洋-KY,-48000,0,0,-48000
2026-07-22,6005,群益證,4588892,-4896773,0,-307881
2026-07-22,6024,群益期,-42000,-1000,-3000,-46000
2026-07-22,6108,競國,-12030,0,-2045,-14075
2026-07-22,6112,邁達特,-40000,0,-6630,-46630
2026-07-22,6115,鎰勝,-53000,0,-12000,-65000
2026-07-22,6116,彩晶,-2583427,0,-175760,-2759187
2026-07-22,6117,迎廣,-35000,0,-3000,-38000
2026-07-22,6120,達運,305338,0,-9575,295763
2026-07-22,6128,上福,4000,0,-5886,-1886
2026-07-22,6133,金橋,-228000,0,0,-228000
2026-07-22,6136,富爾特,-3000,0,-18000,-21000
2026-07-22,6139,亞翔,-82518,217000,7564,142046
2026-07-22,6141,柏承,-308025,0,29,-307996
2026-07-22,6142,友勁,542021,0,-14246,527775
2026-07-22,6152,百一,91909,0,0,91909
2026-07-22,6153,嘉聯益,-692542,0,-22628,-715170
2026-07-22,6155,鈞寶,-307437,36000,-14307,-285744
2026-07-22,6164,華興,-34605,0,-3000,-37605
2026-07-22,6165,浪凡,-58000,0,-1000,-59000
2026-07-22,6166,凌華,620556,0,2029,622585
2026-07-22,6168,宏齊,-413951,0,-10406,-424357
2026-07-22,6176,瑞儀,1262705,3531,132700,1398936
2026-07-22,6177,達麗,563147,0,92000,655147
2026-07-22,6183,關貿,-5000,0,-4000,-9000
2026-07-22,6184,大豐電,4000,0,-2000,2000
2026-07-22,6189,豐藝,331973,-17814,-18953,295206
2026-07-22,6191,精成科,-415579,0,-22380,-437959
2026-07-22,6192,巨路,-19000,0,-5209,-24209
2026-07-22,6196,帆宣,143501,10000,-37333,116168
2026-07-22,6197,佳必琪,-29471,1000,-702,-29173
2026-07-22,6201,亞弘電,4000,0,-6000,-2000
2026-07-22,6202,盛群,-99000,0,-49247,-148247
2026-07-22,6205,詮欣,73427,0,-10000,63427
2026-07-22,6206,飛捷,563362,-11330,-172346,379686
2026-07-22,6209,今國光,-184739,0,46438,-138301
2026-07-22,6213,聯茂,-2233161,242000,61937,-1929224
2026-07-22,6214,精誠,316751,-4585,-5018,307148
2026-07-22,6215,和椿,86928,0,-5959,80969
2026-07-22,6216,居易,-17000,0,-3513,-20513
2026-07-22,6224,聚鼎,-58000,0,7000,-51000
2026-07-22,6226,光鼎,-3371734,55000,-23000,-3339734
2026-07-22,6230,尼得科超眾,-6960,0,-2387,-9347
2026-07-22,6235,華孚,66000,0,-892,65108
2026-07-22,6239,力成,1769116,907204,-95958,2580362
2026-07-22,6243,迅杰,-364090,0,-10468,-374558
2026-07-22,6257,矽格,676897,-198866,-19002,459029
2026-07-22,6269,台郡,84996,0,90999,175995
2026-07-22,6271,同欣電,-457644,-80000,-13942,-551586
2026-07-22,6272,驊陞,30421,0,-4000,26421
2026-07-22,6277,宏正,180630,0,-9000,171630
2026-07-22,6278,台表科,-827828,-50000,-77181,-955009
2026-07-22,6281,全國電,-11000,0,-1000,-12000
2026-07-22,6282,康舒,-262172,-2000,-305793,-569965
2026-07-22,6283,淳安,12000,0,-3000,9000
2026-07-22,6285,啟碁,210499,247000,122639,580138
2026-07-22,6405,悅城,3950,0,-3028,922
2026-07-22,6409,旭隼,-100938,59914,5133,-35891
2026-07-22,6412,群電,-53205,-2550,-10118,-65873
2026-07-22,6414,樺漢,751427,-4000,4561,751988
2026-07-22,6415,矽力*-KY,-909219,-124000,26065,-1007154
2026-07-22,6416,瑞祺電通,434114,0,-14796,419318
2026-07-22,6426,統新,-94081,0,0,-94081
2026-07-22,6431,光麗-KY,-5000,0,-2000,-7000
2026-07-22,6438,迅得,84512,0,-2237,82275
2026-07-22,6442,光聖,72811,8000,44158,124969
2026-07-22,6443,元晶,-193000,0,-8000,-201000
2026-07-22,6446,藥華藥,-302545,7000,-22728,-318273
2026-07-22,6449,鈺邦,10000,0,6260,16260
2026-07-22,6451,訊芯-KY,-77245,-14000,25129,-66116
2026-07-22,6456,GIS-KY,1969411,0,69053,2038464
2026-07-22,6464,台數科,7000,0,-8000,-1000
2026-07-22,6472,保瑞,209685,0,7305,216990
2026-07-22,6477,安集,8889,0,25461,34350
2026-07-22,6491,晶碩,8340,-3000,-14587,-9247
2026-07-22,6504,南六,40000,0,-6000,34000
2026-07-22,6505,台塑化,4288742,-1628841,-1449956,1209945
2026-07-22,6515,穎崴,-48019,-92000,-1251,-141270
2026-07-22,6525,捷敏-KY,-335713,25442,55478,-254793
2026-07-22,6526,達發,31247,0,-1895,29352
2026-07-22,6531,愛普*,104633,235071,18976,358680
2026-07-22,6533,晶心科,327960,0,-3380,324580
2026-07-22,6534,正瀚-創,-91000,0,-6000,-97000
2026-07-22,6541,泰福-KY,1694,0,-6000,-4306
2026-07-22,6550,北極星藥業-KY,-683000,0,4000,-679000
2026-07-22,6552,易華電,-13000,0,-13000,-26000
2026-07-22,6558,興能高,8000,0,-3000,5000
2026-07-22,6573,虹揚-KY,8000,0,4895,12895
2026-07-22,6579,研揚,216727,0,6987,223714
2026-07-22,6581,鋼聯,-3000,0,-1159,-4159
2026-07-22,6582,申豐,-5000,0,-1000,-6000
2026-07-22,6585,鼎基,-8905,11000,-5589,-3494
2026-07-22,6589,台康生技,135035,0,-15000,120035
2026-07-22,6591,動力-KY,13000,0,-1231,11769
2026-07-22,6592,和潤企業,-48890,0,-12010,-60900
2026-07-22,6598,ABC-KY,-13000,0,-2000,-15000
2026-07-22,6605,帝寶,108214,0,-7384,100830
2026-07-22,6606,建德工業,-18000,0,-5000,-23000
2026-07-22,6614,資拓宏宇,-8000,0,-1000,-9000
2026-07-22,6625,必應,-57000,0,-2502,-59502
2026-07-22,6641,基士德-KY,9000,0,-5000,4000
2026-07-22,6645,金萬林-創,1000,0,-1000,0
2026-07-22,6655,科定,-1000,0,0,-1000
2026-07-22,6657,華安,22000,0,-1000,21000
2026-07-22,6658,聯策,-160000,-8000,-2918,-170918
2026-07-22,6666,羅麗芬-KY,-1000,0,-822,-1822
2026-07-22,6668,中揚光,-60000,0,-11900,-71900
2026-07-22,6669,緯穎,188719,116044,48692,353455
2026-07-22,6670,復盛應用,318516,-103444,-5686,209386
2026-07-22,6671,三能-KY,3000,0,-1175,1825
2026-07-22,6672,騰輝電子-KY,-209933,13000,105834,-91099
2026-07-22,6674,鋐寶科技,3000,0,-3000,0
2026-07-22,6689,伊雲谷,25020,0,-2000,23020
2026-07-22,6691,洋基工程,-74203,47000,-4655,-31858
2026-07-22,6695,芯鼎,-543059,0,-7927,-550986
2026-07-22,6698,旭暉應材,-32000,0,-2000,-34000
2026-07-22,6706,惠特,-212282,0,18961,-193321
2026-07-22,6715,嘉基,-344239,-11000,12619,-342620
2026-07-22,6719,力智,-348975,0,54948,-294027
2026-07-22,6722,輝創,-4000,0,-6000,-10000
2026-07-22,6742,澤米,-39968,0,-1030,-40998
2026-07-22,6743,安普新,-98060,0,-28000,-126060
2026-07-22,6753,龍德造船,147522,0,-417841,-270319
2026-07-22,6754,匯僑設計,-1000,0,-2000,-3000
2026-07-22,6756,威鋒電子,43000,0,-3019,39981
2026-07-22,6757,台灣虎航,-1067000,0,-46153,-1113153
2026-07-22,6768,志強-KY,138000,-98940,1990,41050
2026-07-22,6770,力積電,-8589887,-9000,-493189,-9092076
2026-07-22,6771,平和環保-創,4000,0,-2000,2000
2026-07-22,6776,展碁國際,70000,0,-20000,50000
2026-07-22,6781,AES-KY,-32032,0,25019,-7013
2026-07-22,6782,視陽,-13367,0,-5007,-18374
2026-07-22,6789,采鈺,322199,-2000,11048,331247
2026-07-22,6790,永豐實,-158075,0,-3000,-161075
2026-07-22,6792,詠業,-5000,0,1000,-4000
2026-07-22,6794,向榮生技,-4000,0,-1000,-5000
2026-07-22,6796,晉弘,21000,0,-1000,20000
2026-07-22,6799,來頡,-79000,0,-1001,-80001
2026-07-22,6805,富世達,-225004,0,-10146,-235150
2026-07-22,6807,峰源-KY,0,0,-1000,-1000
2026-07-22,6830,汎銓,-92445,0,12366,-80079
2026-07-22,6831,邁科,21002,-130000,14,-108984
2026-07-22,6834,天二科技,-674453,31000,3021,-640432
2026-07-22,6835,圓裕,3000,0,-5000,-2000
2026-07-22,6838,台新藥,-4000,0,-6000,-10000
2026-07-22,6854,錼創科技-KY創,23080,0,-2176,20904
2026-07-22,6861,睿生光電,-420,0,-2252,-2672
2026-07-22,6862,三集瑞-KY,-60930,0,-501,-61431
2026-07-22,6863,永道-KY,51236,0,-13000,38236
2026-07-22,6869,雲豹能源,72000,0,-10577,61423
